cruise_id,cruise_group,cruise_start,cruise_end,cruise_sampling_window,cruise_duration_days,model_window_start,model_window_end,full_model_window,model_window_days,release_region_type,region,station,latitude,longitude,requested_release_timing,receiving_regions,requested_model_task,main_reason,interpretation_note
WS16004,strong_selected_cruise,2016-01-04,2016-01-07,2016-01-04 to 2016-01-07,4,2015-12-28,2016-01-07,2015-12-28 to 2016-01-07,11,source_release_point,Everglades,54,25.34516667,-81.15533333,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU; source station with upper-5-m salinity <32 PSU,This is a particle release/start point from the freshwater source region.
WS16004,strong_selected_cruise,2016-01-04,2016-01-07,2016-01-04 to 2016-01-07,4,2015-12-28,2016-01-07,2015-12-28 to 2016-01-07,11,source_release_point,Everglades,55,25.34783333,-81.19616667,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Lower Keys,19,24.60933333,-81.42133333,Do not release particles from this station; use as receiving/check location.,Lower Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Lower Keys,20,24.57433333,-81.421,Do not release particles from this station; use as receiving/check location.,Lower Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Lower Keys,21.5,24.48333333,-81.39166667,Do not release particles from this station; use as receiving/check location.,Lower Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Lower Keys,21LK,24.532,-81.417,Do not release particles from this station; use as receiving/check location.,Lower Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Lower Keys,22,24.45366667,-81.832,Do not release particles from this station; use as receiving/check location.,Lower Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Lower Keys,22.5,24.39533333,-81.832,Do not release particles from this station; use as receiving/check location.,Lower Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Lower Keys,23,24.48616667,-81.82866667,Do not release particles from this station; use as receiving/check location.,Lower Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Lower Keys,24,24.536,-81.83066667,Do not release particles from this station; use as receiving/check location.,Lower Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Lower Keys,WS,24.47583333,-81.717,Do not release particles from this station; use as receiving/check location.,Lower Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Middle Keys,10,24.78766667,-80.86016667,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Middle Keys,11,24.7535,-80.84733333,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Middle Keys,12,24.7135,-80.831,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Middle Keys,14,24.677,-81.02466667,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Middle Keys,15,24.64566667,-81.01966667,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Middle Keys,15.5,24.595,-80.99533333,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Middle Keys,16,24.67616667,-81.20566667,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Middle Keys,17,24.636,-81.19716667,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Middle Keys,18,24.576,-81.18216667,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Middle Keys,8,24.791,-80.74516667,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Middle Keys,9,24.764,-80.72433333,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Middle Keys,9.5,24.724,-80.68883333,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Upper Keys,1,25.64383333,-80.12866667,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Upper Keys,2,25.641,-80.107,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Upper Keys,3,25.64683333,-80.08366667,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Upper Keys,5,25.09116667,-80.3565,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Upper Keys,6,25.06283333,-80.316,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Upper Keys,6.5,25.0485,-80.28966667,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Upper Keys,EKIN,25.33383333,-80.22583333,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Upper Keys,EKOFF,25.29483333,-80.16233333,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Upper Keys,MR,25.00533333,-80.37283333,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Upper Keys,UKIN,24.93516667,-80.566,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,keys_receiving_check_point,Upper Keys,UKOFF,24.89666667,-80.5295,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Everglades,50,25.453,-81.35116667,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU; source station with upper-5-m salinity <32 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Everglades,51,25.453,-81.30983333,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU; source station with upper-5-m salinity <32 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Everglades,57,25.3505,-81.26633333,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU; source station with upper-5-m salinity <32 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Everglades,57.1,25.35033333,-81.33716667,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Everglades,64,25.16616667,-81.15833333,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Everglades,65,25.1015,-81.09416667,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Everglades,69,24.92916667,-81.09533333,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Ten Thousand Islands,31,25.74033333,-81.94483333,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Ten Thousand Islands,32,25.8715,-81.834,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Ten Thousand Islands,33,25.91066667,-81.79983333,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Ten Thousand Islands,34,25.94883333,-81.7675,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Ten Thousand Islands,39,25.7825,-81.48216667,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU; source station with upper-5-m salinity <32 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Ten Thousand Islands,41,25.732,-81.57533333,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU; source station with upper-5-m salinity <32 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Ten Thousand Islands,42,25.653,-81.71933333,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Ten Thousand Islands,45,25.58233333,-81.47116667,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU; source station with upper-5-m salinity <32 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Ten Thousand Islands,47,25.58308333,-81.3665,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU; source station with upper-5-m salinity <32 PSU,This is a particle release/start point from the freshwater source region.
WS17282,strong_selected_cruise,2017-10-09,2017-10-12,2017-10-09 to 2017-10-12,4,2017-10-02,2017-10-12,2017-10-02 to 2017-10-12,11,source_release_point,Ten Thousand Islands,49,25.583,-81.29216667,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU; source station with upper-5-m salinity <32 PSU,This is a particle release/start point from the freshwater source region.
WS20342,strong_selected_cruise,2020-12-07,2020-12-13,2020-12-07 to 2020-12-13,7,2020-11-30,2020-12-13,2020-11-30 to 2020-12-13,14,keys_receiving_check_point,Lower Keys,21LK,24.53633333,-81.41383333,Do not release particles from this station; use as receiving/check location.,Lower Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS20342,strong_selected_cruise,2020-12-07,2020-12-13,2020-12-07 to 2020-12-13,7,2020-11-30,2020-12-13,2020-11-30 to 2020-12-13,14,keys_receiving_check_point,Lower Keys,KW1,24.652,-81.904,Do not release particles from this station; use as receiving/check location.,Lower Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS20342,strong_selected_cruise,2020-12-07,2020-12-13,2020-12-07 to 2020-12-13,7,2020-11-30,2020-12-13,2020-11-30 to 2020-12-13,14,keys_receiving_check_point,Lower Keys,KW2,24.72533333,-81.915,Do not release particles from this station; use as receiving/check location.,Lower Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS20342,strong_selected_cruise,2020-12-07,2020-12-13,2020-12-07 to 2020-12-13,7,2020-11-30,2020-12-13,2020-11-30 to 2020-12-13,14,keys_receiving_check_point,Lower Keys,WS,24.47766667,-81.71783333,Do not release particles from this station; use as receiving/check location.,Lower Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS20342,strong_selected_cruise,2020-12-07,2020-12-13,2020-12-07 to 2020-12-13,7,2020-11-30,2020-12-13,2020-11-30 to 2020-12-13,14,keys_receiving_check_point,Middle Keys,10,24.78466667,-80.86366667,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS20342,strong_selected_cruise,2020-12-07,2020-12-13,2020-12-07 to 2020-12-13,7,2020-11-30,2020-12-13,2020-11-30 to 2020-12-13,14,keys_receiving_check_point,Middle Keys,12,24.71533333,-80.82866667,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS20342,strong_selected_cruise,2020-12-07,2020-12-13,2020-12-07 to 2020-12-13,7,2020-11-30,2020-12-13,2020-11-30 to 2020-12-13,14,keys_receiving_check_point,Middle Keys,15,24.64233333,-81.01683333,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS20342,strong_selected_cruise,2020-12-07,2020-12-13,2020-12-07 to 2020-12-13,7,2020-11-30,2020-12-13,2020-11-30 to 2020-12-13,14,keys_receiving_check_point,Middle Keys,15.5,24.5925,-80.993,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
